State,District,Year,Quater,Transaction_count,Transaction_amount
mizoram,aizawl district,2022,3,383546,1129120156.9892113
mizoram,lunglei district,2022,3,81428,231838246.93491793
mizoram,mamit district,2022,3,32604,88879142.37748808
mizoram,lawngtlai district,2022,3,52771,160991694.95874986
mizoram,kolasib district,2022,3,44830,121251949.18563816
mizoram,champhai district,2022,3,25701,86209300.03437018
mizoram,saiha district,2022,3,14990,62352784.58970161
mizoram,serchhip district,2022,4,25172,71431982.54694104
mizoram,aizawl district,2022,4,360350,1054341698.8459929
mizoram,lunglei district,2022,4,99571,275164384.7691406
mizoram,mamit district,2022,4,39889,111490213.09424148
mizoram,lawngtlai district,2022,4,60120,176322495.4134693
mizoram,kolasib district,2022,4,55854,157046232.3046887
mizoram,champhai district,2022,4,33252,110073440.44820769
mizoram,saiha district,2022,4,19566,82040637.84033793
mizoram,serchhip district,2023,1,47296,123979875.0
mizoram,aizawl district,2023,1,504609,1341466173.0
mizoram,lunglei district,2023,1,133494,370554828.0
mizoram,mamit district,2023,1,70712,203623313.0
mizoram,lawngtlai district,2023,1,100980,302696707.0
mizoram,kolasib district,2023,1,101803,285504599.0
mizoram,champhai district,2023,1,60149,197355098.0
mizoram,saiha district,2023,1,33552,130442146.0
mizoram,serchhip district,2023,2,59329,133368970.0
mizoram,aizawl district,2023,2,591532,1487286801.0
mizoram,lunglei district,2023,2,143000,370416278.0
mizoram,mamit district,2023,2,78957,210372609.0
mizoram,lawngtlai district,2023,2,118358,363557404.0
mizoram,kolasib district,2023,2,115550,294504301.0
mizoram,champhai district,2023,2,62301,181668968.0
mizoram,saiha district,2023,2,39903,150631245.0
mizoram,serchhip district,2023,3,58254,132491025.0
mizoram,aizawl district,2023,3,685462,1543440692.0
mizoram,lunglei district,2023,3,141180,351803351.0
mizoram,mamit district,2023,3,79763,178963303.0
mizoram,lawngtlai district,2023,3,113307,317228377.0
mizoram,kolasib district,2023,3,134018,295784977.0
mizoram,champhai district,2023,3,56753,156896799.0
mizoram,saiha district,2023,3,41676,129521711.0
mizoram,serchhip district,2023,4,60241,146216988.0
mizoram,aizawl district,2023,4,780542,1736939028.0
mizoram,lunglei district,2023,4,163967,404021870.0
mizoram,mamit district,2023,4,94566,221318131.0
mizoram,lawngtlai district,2023,4,129497,341405743.0
mizoram,kolasib district,2023,4,155636,366968476.0
mizoram,champhai district,2023,4,67268,171711322.0
mizoram,saiha district,2023,4,49011,152258725.0
nagaland,mon district,2018,1,1851,2962723.1216541342
nagaland,phek district,2018,1,1397,1347986.0495203384
nagaland,longleng district,2018,1,605,547262.5934366982
nagaland,mokokchung district,2018,1,3428,5653655.116717219
nagaland,kiphire district,2018,1,255,558831.611179116
nagaland,kohima district,2018,1,11070,20744033.408631545
nagaland,tuensang district,2018,1,1861,2939509.973736079
nagaland,peren district,2018,1,587,1228042.9089448638
nagaland,dimapur district,2018,1,18449,38330087.582417
nagaland,zunheboto district,2018,1,1700,1750900.6459182375
nagaland,wokha district,2018,1,1642,1942858.0739698592
nagaland,mon district,2018,2,2652,5592193.661835907
nagaland,phek district,2018,2,2058,3265939.4166390533
nagaland,longleng district,2018,2,526,606015.5837374015
nagaland,mokokchung district,2018,2,4472,6880664.952623585
nagaland,kiphire district,2018,2,497,1392292.112173449
nagaland,kohima district,2018,2,14759,41958069.334260106
nagaland,tuensang district,2018,2,2914,5272196.387110953
nagaland,peren district,2018,2,1151,3132544.259220087
nagaland,dimapur district,2018,2,31758,78472133.75014433
nagaland,zunheboto district,2018,2,1961,3800720.2210925473
nagaland,wokha district,2018,2,2851,2952808.201464099
nagaland,mon district,2018,3,4368,10680645.611665618
nagaland,phek district,2018,3,2951,4193127.0654867776
nagaland,longleng district,2018,3,529,941537.1576544917
nagaland,mokokchung district,2018,3,7245,14438372.118668642
nagaland,kiphire district,2018,3,1527,1911400.518954896
nagaland,kohima district,2018,3,20678,62621606.402096175
nagaland,tuensang district,2018,3,4657,8672814.868232306
nagaland,peren district,2018,3,1349,3565504.3902161866
nagaland,dimapur district,2018,3,44383,122676685.88107637
nagaland,zunheboto district,2018,3,3370,6042931.988762021
nagaland,wokha district,2018,3,3314,6048116.93383928
nagaland,mon district,2018,4,7966,25315124.34343365
nagaland,phek district,2018,4,3615,6547794.25416629
nagaland,longleng district,2018,4,907,1946732.363531557
nagaland,mokokchung district,2018,4,10673,21026422.570598673
nagaland,kiphire district,2018,4,2008,3577703.4535531667
nagaland,kohima district,2018,4,28604,84867917.08908927
nagaland,tuensang district,2018,4,5518,14443409.698866291
nagaland,peren district,2018,4,2071,6712394.6749083325
nagaland,dimapur district,2018,4,68046,202172094.6763664
nagaland,zunheboto district,2018,4,4966,12449027.885359714
nagaland,wokha district,2018,4,4959,8954846.535749527
nagaland,mon district,2019,1,9694,32110056.274005987
nagaland,phek district,2019,1,5062,12361140.846022058
nagaland,longleng district,2019,1,1593,2777167.98784134
nagaland,mokokchung district,2019,1,11808,22421067.66638949
nagaland,kiphire district,2019,1,2103,4550857.60564944
nagaland,kohima district,2019,1,34373,93498426.90985829
nagaland,tuensang district,2019,1,5962,15964521.798527543
nagaland,peren district,2019,1,2689,6473296.665928305
nagaland,dimapur district,2019,1,80741,222202606.82928655
nagaland,zunheboto district,2019,1,8860,16471426.45522037
nagaland,wokha district,2019,1,5694,13111143.37360057
nagaland,mon district,2019,2,10564,30077446.323373545
nagaland,phek district,2019,2,5232,11255799.070045212
nagaland,longleng district,2019,2,1530,3480572.778610671
nagaland,mokokchung district,2019,2,11894,28979287.99164507
nagaland,kiphire district,2019,2,2784,6816990.793895305
nagaland,kohima district,2019,2,35959,102757262.27285326
nagaland,tuensang district,2019,2,6027,16464089.793604637
nagaland,peren district,2019,2,2715,6719423.986701602
nagaland,dimapur district,2019,2,86518,258070892.01001915
nagaland,zunheboto district,2019,2,19752,43001192.88793166
nagaland,wokha district,2019,2,5778,12443724.249822928
nagaland,mon district,2019,3,17134,36965971.955441214
nagaland,phek district,2019,3,8985,20348950.00705442
nagaland,longleng district,2019,3,2839,5855246.426887816
nagaland,mokokchung district,2019,3,17903,35622564.400276825
nagaland,kiphire district,2019,3,4847,7311019.911698776
nagaland,kohima district,2019,3,50183,133224817.54316024
nagaland,tuensang district,2019,3,9274,19613846.131520323
nagaland,peren district,2019,3,4277,8062310.434825074
nagaland,dimapur district,2019,3,117140,307103749.65803885
nagaland,zunheboto district,2019,3,20054,60553998.319401294
nagaland,wokha district,2019,3,9242,16293996.925105993
nagaland,mon district,2019,4,23615,52231884.395646855
nagaland,phek district,2019,4,11054,24095426.02126249
nagaland,longleng district,2019,4,3517,7854502.106059718
nagaland,mokokchung district,2019,4,21048,44939725.57083222
nagaland,kiphire district,2019,4,5522,11787954.886359874
nagaland,kohima district,2019,4,58317,160227363.64728707
nagaland,tuensang district,2019,4,11148,25427823.369834743
nagaland,peren district,2019,4,5148,10804065.561619181
nagaland,dimapur district,2019,4,142922,401874104.2973213
nagaland,zunheboto district,2019,4,23374,73875655.63763416
nagaland,wokha district,2019,4,11505,21418632.85491927
nagaland,mon district,2020,1,28668,56777615.99405684
nagaland,phek district,2020,1,13124,24135509.70029243
nagaland,longleng district,2020,1,4576,8570430.18028273
nagaland,mokokchung district,2020,1,22949,46458137.86198041
nagaland,kiphire district,2020,1,8571,15127296.52352846
nagaland,kohima district,2020,1,68246,160485650.56697804
nagaland,tuensang district,2020,1,13234,29281215.251009904
nagaland,peren district,2020,1,6691,10449509.21674379
nagaland,dimapur district,2020,1,185428,497123725.474146
nagaland,zunheboto district,2020,1,12812,23929943.338847376
nagaland,wokha district,2020,1,13752,22440994.626501698
nagaland,mon district,2020,2,42193,72681549.71193531
nagaland,phek district,2020,2,21862,39562622.89144808
nagaland,longleng district,2020,2,8262,14490014.337710015
nagaland,mokokchung district,2020,2,34034,59551064.18105075
nagaland,kiphire district,2020,2,11097,21770604.465474278
nagaland,kohima district,2020,2,98852,235056409.18486094
nagaland,tuensang district,2020,2,19823,47286166.881044514
nagaland,peren district,2020,2,11337,17709802.025017656
nagaland,dimapur district,2020,2,232533,564581175.022531
nagaland,zunheboto district,2020,2,18146,34250745.54624535
nagaland,wokha district,2020,2,19427,30734350.100484923
nagaland,mon district,2020,3,53050,85955858.55902226
nagaland,phek district,2020,3,26004,53114140.440056756
nagaland,longleng district,2020,3,10017,19598582.179873697
nagaland,mokokchung district,2020,3,43164,83590575.72604279
nagaland,kiphire district,2020,3,12462,29101447.582055062
nagaland,kohima district,2020,3,149404,438659891.11601055
nagaland,tuensang district,2020,3,25719,59266466.87175438
nagaland,peren district,2020,3,13958,25258376.20171611
nagaland,dimapur district,2020,3,352179,1122771447.128912
nagaland,zunheboto district,2020,3,21556,44845371.93193043
nagaland,wokha district,2020,3,28806,47486985.41741961
nagaland,mon district,2020,4,51806,149055802.79705113
nagaland,phek district,2020,4,28612,75169716.47521709
nagaland,longleng district,2020,4,13202,34760738.476595946
nagaland,mokokchung district,2020,4,48813,129158623.72713925
nagaland,kiphire district,2020,4,12945,38345433.69615828
nagaland,kohima district,2020,4,168861,528950655.29797715
nagaland,tuensang district,2020,4,29583,92512403.56008914
nagaland,peren district,2020,4,14947,37707510.79640248
nagaland,dimapur district,2020,4,422501,1549414048.2654047
nagaland,zunheboto district,2020,4,23475,60794471.32764541
nagaland,wokha district,2020,4,33080,77215466.14300685
nagaland,mon district,2021,1,43337,148431447.81181777
nagaland,phek district,2021,1,24927,86311391.9301224
nagaland,longleng district,2021,1,12009,34735822.64446311
nagaland,mokokchung district,2021,1,43465,116937738.43409458
nagaland,kiphire district,2021,1,10667,36122629.67675269
nagaland,kohima district,2021,1,209442,611989486.3557233
nagaland,tuensang district,2021,1,23643,84510754.52221692
nagaland,peren district,2021,1,12322,33575965.56407318
nagaland,dimapur district,2021,1,550985,1837044748.4900613
nagaland,zunheboto district,2021,1,18219,51849616.04221482
nagaland,wokha district,2021,1,26881,65940883.14165088
nagaland,mon district,2021,2,51055,137641682.97031063
nagaland,phek district,2021,2,31478,98158667.79913512
nagaland,longleng district,2021,2,13528,39521626.841992125
nagaland,mokokchung district,2021,2,63952,152031632.47756845
nagaland,kiphire district,2021,2,12223,43311509.13928214
nagaland,kohima district,2021,2,274137,694940464.6072702
nagaland,tuensang district,2021,2,27199,84823658.15124774
nagaland,peren district,2021,2,15860,42645682.011797145
nagaland,dimapur district,2021,2,585389,1726249195.1688533
nagaland,zunheboto district,2021,2,21747,54703199.48271288
nagaland,wokha district,2021,2,34223,82266645.13170332
nagaland,mon district,2021,3,56260,185806960.82773107
nagaland,phek district,2021,3,36963,116637883.29609635
nagaland,longleng district,2021,3,14691,44639115.38971553
nagaland,mokokchung district,2021,3,59456,170603111.11593843
nagaland,kiphire district,2021,3,14042,52234088.86802093
nagaland,kohima district,2021,3,335522,874957891.8906745
nagaland,tuensang district,2021,3,30653,109337195.97725664
nagaland,peren district,2021,3,19756,57076677.27889877
nagaland,dimapur district,2021,3,727702,2201388248.147341
nagaland,zunheboto district,2021,3,23265,77798029.09900394
nagaland,wokha district,2021,3,38482,96937646.11476573
nagaland,mon district,2021,4,61436,235277660.255216
nagaland,phek district,2021,4,44854,152644732.57078952
nagaland,longleng district,2021,4,16341,59818503.44606339
nagaland,mokokchung district,2021,4,64765,206715301.32699895
nagaland,kiphire district,2021,4,16058,54423239.57357513
nagaland,kohima district,2021,4,413753,1056357839.8615553
nagaland,tuensang district,2021,4,37106,148350887.52116236
nagaland,peren district,2021,4,22569,71109896.9994169
nagaland,dimapur district,2021,4,886146,2741781159.760858
nagaland,zunheboto district,2021,4,25944,81774057.90065697
nagaland,wokha district,2021,4,42511,130830504.92018619
nagaland,mon district,2022,1,66833,240110588.13301897
nagaland,phek district,2022,1,44704,145342038.73462996
nagaland,longleng district,2022,1,17513,56264190.28859668
nagaland,mokokchung district,2022,1,68366,207590215.00972393
nagaland,kiphire district,2022,1,17406,57722840.11187023
nagaland,kohima district,2022,1,457809,1127446949.5241609
nagaland,tuensang district,2022,1,40524,151138444.11246046
nagaland,peren district,2022,1,24401,75586065.95644663
nagaland,dimapur district,2022,1,1111352,3258683919.8470516
nagaland,zunheboto district,2022,1,28736,88839937.40705831
nagaland,wokha district,2022,1,48308,136226519.77073425
nagaland,mon district,2022,2,69381,223341368.04423907
nagaland,phek district,2022,2,47255,163573534.549313
nagaland,longleng district,2022,2,17247,53281628.24919191
nagaland,mokokchung district,2022,2,77214,244058058.36301708
nagaland,kiphire district,2022,2,20492,71074150.21954788
nagaland,kohima district,2022,2,308395,886866183.2238915
nagaland,tuensang district,2022,2,45170,164759286.59289965
nagaland,peren district,2022,2,24587,76072297.54603858
nagaland,dimapur district,2022,2,1334969,3611270476.50131
nagaland,zunheboto district,2022,2,32898,100740614.93631895
nagaland,wokha district,2022,2,53721,145247750.7945045
nagaland,mon district,2022,3,68148,217924271.27222455
nagaland,phek district,2022,3,45816,151822055.76958296
nagaland,longleng district,2022,3,15346,48028740.50388672
nagaland,mokokchung district,2022,3,81244,249065125.49735782
nagaland,kiphire district,2022,3,19352,63372092.9637181
nagaland,kohima district,2022,3,390575,1084969826.96707
nagaland,tuensang district,2022,3,44657,158205190.5951551
nagaland,peren district,2022,3,24443,79886712.62073797
nagaland,dimapur district,2022,3,1094753,3023858206.1614122
nagaland,zunheboto district,2022,3,30504,94302709.04675612
nagaland,wokha district,2022,3,79275,192965563.65293062
nagaland,mon district,2022,4,76894,266072328.12832496
nagaland,phek district,2022,4,43589,150669221.6468988
nagaland,longleng district,2022,4,17482,54513835.00683938
nagaland,mokokchung district,2022,4,79409,280130670.37197715
